"Click Date","Affiliate ID","Affiliate Name","Advertiser ID","Advertiser Name","Campaign ID","Campaign","Creative","Sub ID","Sub ID 2","Sub ID 3","Sub ID 4","Sub ID 5","IP Address","User Agent","Referrer","Paid","Disposition","Redirect URL","Request URL","Request ID","Country","Total Clicks","Region","Language","Provider Name","Device","Operating System","OS (Major Version)","OS (Minor Version)","Browser","Browser (Major Version)","Browser (Minor Version)","UDID","Click ID","Price Paid","Price Received","Visitor ID","Tracking ID"
"4/19/17 3:05:54 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","537 - EDU2D-B","EETA","4-13","EDU2D-B","YahooBeta14K","wAEEKEU9S4859CP413430OL8","184.19.32.154","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko/20100101 Firefox/12.0",,,,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=537&s1=EETA&s2=4-13&s3=EDU2D-B&s4=YahooBeta14K&s5=wAEEKEU9S4859CP413430OL8",1681895,"US","1","Indiana","ENGLISH","frontier communications of america inc.",,"Windows","Other","","Internet Explorer","11","11.0",,1793512,,,1506010,1398802
"4/19/17 2:53:31 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","541 - EDU2D-D","EETA","4-19","EDU2D-D","Yahoo10K-3","wCB6MH8DG9MRNBP41JG9K8FQ","50.110.98.182","Mozilla/5.0 (Linux; Android 7.0; LG-V520 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Safari/537.36","http://ck.inboxbio.com/redirect?target=BASE64aHR0cHM6Ly94ZW50cmsuY29tLz9hPTU4JmM9NTQxJnMxPUVFVEEmczI9NC0xOSZzMz1FRFUyRC1EJnM0PVlhaG9vMTBLLTMmczU9d0NCNk1IOERHOU1STkJQNDFKRzlLOEZR&ts=1492631611269&hash=_r0nRJnOvvswbYxfspT2KGx9SXUtI8jl1CqsIG7Bje4&rm=D",,,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=541&s1=EETA&s2=4-19&s3=EDU2D-D&s4=Yahoo10K-3&s5=wCB6MH8DG9MRNBP41JG9K8FQ",1681454,"US","1","West Virginia","ENGLISH","frontier communications of america inc.","Generic Android","Android (Mobile)","7","7.0","Chrome","57","57.0",,1793417,,,1505598,1398723
"4/19/17 2:51:11 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","564 - EDU2D-HJ","EETA","4-19","EDU2D-HJ","YahooFX17K","wI2BO3PVDMNQLBP4H0F889NG","107.77.232.123","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1","http://ck.inboxbio.com/redirect?target=BASE64aHR0cHM6Ly94ZW50cmsuY29tLz9hPTU4JmM9NTY0JnMxPUVFVEEmczI9NC0xOSZzMz1FRFUyRC1ISiZzND1ZYWhvb0ZYMTdLJnM1PXdJMkJPM1BWRE1OUUxCUDRIMEY4ODlORw&ts=1492631471034&hash=ZsEkC3a6nfBG-JaER8l3udJXjEZ0e14UtEJEgzXPwac&rm=DJ",,,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=564&s1=EETA&s2=4-19&s3=EDU2D-HJ&s4=YahooFX17K&s5=wI2BO3PVDMNQLBP4H0F889NG",1681390,"US","1","Maine","ENGLISH","att mobility llc","iPhone","iOS","10","10.0","Mobile Safari","10","10.0",,1793408,,,1505539,1398715
"4/19/17 2:46:34 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","550 - EDU2D-E","EETA","4-18","EDU2D-E","Yahoo17KFX","wDBGQUIE6QI5QBP4HPPR2KCC","172.56.41.57","Mozilla/5.0 (Linux; Android 6.0.1; SM-G550T1 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36","http://ck.inboxbio.com/redirect?target=BASE64aHR0cHM6Ly94ZW50cmsuY29tLz9hPTU4JmM9NTUwJnMxPUVFVEEmczI9NC0xOCZzMz1FRFUyRC1FJnM0PVlhaG9vMTdLRlgmczU9d0RCR1FVSUU2UUk1UUJQNEhQUFIyS0ND&ts=1492631193120&hash=iRnNP481ZDGQtVTivxS7kJoH_NsUpxuLttURqAjA6UA&rm=D",,,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=550&s1=EETA&s2=4-18&s3=EDU2D-E&s4=Yahoo17KFX&s5=wDBGQUIE6QI5QBP4HPPR2KCC",1681203,"US","1","California","SPANISH","t-mobile usa inc.","Generic Android","Android (Mobile)","6","6.0","Chrome","57","57.0",,1793371,,,1505365,1398680
"4/19/17 2:45:30 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","541 - EDU2D-D","EETA","4-15","EDU2D-D","YahooFX12K","w22Q2ECR971GQBP4112Q4B2L","24.211.220.15","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1","http://ck.inboxbio.com/redirect?target=BASE64aHR0cHM6Ly94ZW50cmsuY29tLz9hPTU4JmM9NTQxJnMxPUVFVEEmczI9NC0xNSZzMz1FRFUyRC1EJnM0PVlhaG9vRlgxMksmczU9dzIyUTJFQ1I5NzFHUUJQNDExMlE0QjJM&ts=1492631130503&hash=2YtX0TBGBRafmzwHtvpEF4zpUCsmfdTk8tQ7jBNXhlg&rm=D",,,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=541&s1=EETA&s2=4-15&s3=EDU2D-D&s4=YahooFX12K&s5=w22Q2ECR971GQBP4112Q4B2L",1681166,"US","1","North Carolina","ENGLISH","time warner cable internet llc","iPhone","iOS","10","10.0","Mobile Safari","10","10.0",,1793366,,,1505329,1398675
"4/19/17 2:42:37 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","564 - EDU2D-HJ","EETA","4-19","EDU2D-HJ","YahooFX17K","w367P6EGH2VBNBP418BS6SLE","63.97.178.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36","http://ck.inboxbio.com/redirect?target=BASE64aHR0cHM6Ly94ZW50cmsuY29tLz9hPTU4JmM9NTY0JnMxPUVFVEEmczI9NC0xOSZzMz1FRFUyRC1ISiZzND1ZYWhvb0ZYMTdLJnM1PXczNjdQNkVHSDJWQk5CUDQxOEJTNlNMRQ&ts=1492630957974&hash=7rA890kXaXAcr63oDXEy5KzsgEtuAxjsQN4FTxn0NPA&rm=DJ","254433",,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=564&s1=EETA&s2=4-19&s3=EDU2D-HJ&s4=YahooFX17K&s5=w367P6EGH2VBNBP418BS6SLE",1681038,"US","1","Texas","ENGLISH","verizon business",,"Windows","Other","","Chrome","57","57.0",,1793344,,,1505207,1398659
"4/19/17 2:25:52 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","550 - EDU2D-E","EETA","4-19","EDU2D-E","YahooFX12K","wDU0J0VP461F7BP4HPPBD8EC","65.191.139.56","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko/20100101 Firefox/12.0",,"254426",,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=550&s1=EETA&s2=4-19&s3=EDU2D-E&s4=YahooFX12K&s5=wDU0J0VP461F7BP4HPPBD8EC",1680365,"US","1","North Carolina","ENGLISH","time warner cable internet llc",,"Windows","Windows 7","","Internet Explorer","11","11.0",,1793243,,,1504571,1398574
"4/19/17 1:50:21 PM",58,"EE - Alpha",5,"Banner Edge Media",13931,"EDU Degree Resources - Email Only (Exclusive) [01321A] - Internal - Offer 395","512","EETA","4-11","EDU2D-B","Yahoo10K-3",,"184.7.113.168","Mozilla/5.0 (Linux; Android 4.3; SM-S765C Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36","http://learnfromthe.com/shine/","254416",,"http://stblvd.com/?nc2u=vAvz38Se0z6elMKfcIK7QFJVbfeXMyEn&s1=#affid#&s2=#reqid#","https://xentrk.com/?a=58&c=512&s1=EETA&s2=4-11&s3=EDU2D-B&s4=Yahoo10K-3",1679169,"US","1","Texas","ENGLISH","embarq corporation","Generic Android 4.3","Android (Mobile)","4","4.3","Chrome","57","57.0",,1793074,,,1503452,1398451
"4/19/17 1:46:19 PM",58,"EE - Alpha",5,"Banner Edge Media",12091,"EDU Offer [01026] - Internal  - Offer 13","62 - 782","LyrisTeamAlpha","2-12","Edu11-C","YahooChance1",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://stblvd.com/?es4v=gqLZZIF4XOS5lA4yRHDx2OXrNZO8EBz0&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=62&s1=LyrisTeamAlpha&s2=2-12&s3=Edu11-C&s4=YahooChance1",1679008,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793055,,,1503302,1398436
"4/19/17 1:46:19 PM",58,"EE - Alpha",5,"Banner Edge Media",12091,"EDU Offer [01026] - Internal  - Offer 13","62 - 782","EETeamAlpha","01026","EDU1E","Gmail-2-02-02",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://stblvd.com/?es4v=gqLZZIF4XOS5lA4yRHDx2OXrNZO8EBz0&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=62&s1=EETeamAlpha&s2=01026&s3=EDU1E&s4=Gmail-2-02-02",1679001,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793046,,,1503293,1398428
"4/19/17 1:46:19 PM",58,"EE - Alpha",5,"Banner Edge Media",12091,"EDU Offer [01026] - Internal  - Offer 13","62 - 782","EETeamAlpha","01026","EDU2D-B","Yahoo-01-28",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://stblvd.com/?es4v=gqLZZIF4XOS5lA4yRHDx2OXrNZO8EBz0&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=62&s1=EETeamAlpha&s2=01026&s3=EDU2D-B&s4=Yahoo-01-28",1678999,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793047,,,1503294,1398430
"4/19/17 1:46:19 PM",58,"EE - Alpha",8,"B2Direct",12098,"Choice Home Warranty - Mon - Fri Only [08013] - Internal - Offer 54","108","EETeamAlpha","08013","HW1","Gmail-5-01-31",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://deepthtjk.com/?E=NX1eDL4H%2bUNLljN6Wy%2bKJZc8Xyt7CTPf&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=108&s1=EETeamAlpha&s2=08013&s3=HW1&s4=Gmail-5-01-31",1678999,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793056,,,1503294,1398437
"4/19/17 1:46:19 PM",58,"EE - Alpha",5,"Banner Edge Media",12091,"EDU Offer [01026] - Internal  - Offer 13","62 - 782","EETeamAlpha","01026","EDU1B","Gmail-2-01-02",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://stblvd.com/?es4v=gqLZZIF4XOS5lA4yRHDx2OXrNZO8EBz0&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=62&s1=EETeamAlpha&s2=01026&s3=EDU1B&s4=Gmail-2-01-02",1679006,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793052,,,1503301,1398433
"4/19/17 1:46:19 PM",58,"EE - Alpha",5,"Banner Edge Media",12091,"EDU Offer [01026] - Internal  - Offer 13","62 - 782","EETeamAlpha","01026","EDU1B","Gmail-4-02-02",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://stblvd.com/?es4v=gqLZZIF4XOS5lA4yRHDx2OXrNZO8EBz0&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=62&s1=EETeamAlpha&s2=01026&s3=EDU1B&s4=Gmail-4-02-02",1679003,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793049,,,1503297,1398429
"4/19/17 1:46:19 PM",58,"EE - Alpha",5,"Banner Edge Media",12091,"EDU Offer [01026] - Internal  - Offer 13","62 - 782","LyrisTeamAlpha","01026","EDU111B","Yahoo10K",,"66.160.134.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,,"http://stblvd.com/?es4v=gqLZZIF4XOS5lA4yRHDx2OXrNZO8EBz0&s1=#affid#&s2=#reqid#","http://xentrk.com/?a=58&c=62&s1=LyrisTeamAlpha&s2=01026&s3=EDU111B&s4=Yahoo10K",1679007,"US","1","California","ENGLISH","hurricane electric inc.",,"Mac OS","Yosemite (10.10)","","Chrome","39","39.0",,1793054,,,1503300,1398434
